Organization/Person Name,Description,Organization/Person Name URL,Industry-Specific VC Binary
Heuristic Capital,Heuristic Capital Partners is an early stage hardware focused venture fund.,https://www.crunchbase.com/organization/heuristic-capital,0
m]x[v,m]x[v is a venture capital firm that focuses on early-stage business-to-business and software as a service investments.,https://www.crunchbase.com/organization/m-x-v-capital,0
Leap Forward Ventures,LFV is a venture capital firm investing in early-stage climate tech startups.,https://www.crunchbase.com/organization/leap-forward-ventures,1
Singularity Capital,Singularity Capital is a venture platform that partners with companies that are leveraging unique competitive,https://www.crunchbase.com/organization/singularity-capital,0
Dewhales Capital,Dewhales Capital is a venture capital firm that specialized in the crypto market.,https://www.crunchbase.com/organization/dewhales-capital,1
Caucasus Ventures,Caucasus Ventures is an investment firm that offers financial support and resources to help the portfolio companies grow and scale.,https://www.crunchbase.com/organization/caucasus-ventures,0
GAN Ventures,GAN Ventures is the investment arm of the Global Accelerator Network,https://www.crunchbase.com/organization/gan-ventures,0
BAMCAP,"BAMCAP is a venture capital group formed by proven tech entrepreneurs, senior executives and investors.",https://www.crunchbase.com/organization/betaangels-management,0
Buck Stash,Buck Stash is an early stage investment firm with assets under management across multiple funds.,https://www.crunchbase.com/organization/buck-stash,0
Caballeros Capital,Caballeros Capital is a private investment firm focused on investing in the blockchain innovation space.,https://www.crunchbase.com/organization/caballeros-capital,1
New Vision 3,New Vision 3 is an Early-stage Venture Capital fund.,https://www.crunchbase.com/organization/new-vision-3,0
415,"415 provides seed funding for and advises (primarily early stage) companies. 415 assists in the areas of strategy, funding.",https://www.crunchbase.com/organization/415,0
Leo Capital Holdings,"Leo Capital Holdings, LLC is a privately funded venture investor making investments in early and later stage private companies.",https://www.crunchbase.com/organization/leo-capital-holdings,0
North-East Venture,"North-East Venture is an international multi-stage fund that is based in Copenhagen, Denmark.",https://www.crunchbase.com/organization/north-east-venture,0
Storm Global,Venture Capital and Private Equity firm,https://www.crunchbase.com/organization/schindleram-ventures,0
MaRS Discovery District,"MaRS is a non-profit organization that partners with entrepreneurs, researchers, business and government.",https://www.crunchbase.com/organization/mars-discovery-district,0
Eka Ventures,"Eka Ventures invests in companies building a more healthy, sustainable and inclusive economy.",https://www.crunchbase.com/organization/eka-ventures,1
Contango Digital Assets,Contango Digital Assets is a web3 venture capital fund hyper focused on infrastructure and dev tooling solutions.,https://www.crunchbase.com/organization/contango-digital-assets,1
MUUS,MUUS is a private investment group providing capital and operational resources to management teams with exceptional potential.,https://www.crunchbase.com/organization/muus-523a,0
Cornerstone Ventures,"Cornerstone Ventures is a Taiwan-based venture capital firm with a focus on Internet, digitization, and artificial intelligence.",https://www.crunchbase.com/organization/cornerstone-ventures-基石創投,1
4BIO Capital,4BIO Capital is a specialist fund focused on investing in and building early stage advanced therapy companies,https://www.crunchbase.com/organization/4bio-capital-partners,1
Finaves,"Finaves, a venture capital firm, specializes in seed, startup, early venture, and mezzanine investments in tech and internet companies.",https://www.crunchbase.com/organization/finaves-s-c-r,0
Alecla7,Alecla7 is a private investment firm which mainly focuses on early-stage VC opportunities,https://www.crunchbase.com/organization/seven-srl,0
SeaAhead,"SeaAhead works to make the ocean's future better by supporting bluetech ventures that focus on human, environmental, and business success.",https://www.crunchbase.com/organization/seaahead-89bf,0
North East Fund,North East Fund looks for strong teams with scalable opportunities .,https://www.crunchbase.com/organization/north-east-innovation-fund,0
DuckDAO,DuckDAO is a community-backed incubator powered by a network of engaged investors in the digital asset ecosystem.,https://www.crunchbase.com/organization/duckdao,1
Rose Street Capital,Rose Street Capital is a venture capital firm investing in the consumer internet.,https://www.crunchbase.com/organization/rose-street-capital,1
Helium-3 Ventures,We back the best founders building the most exciting and innovative companies for earth and beyond,https://www.crunchbase.com/organization/helium-3-ventures,0
Hawktail Management,Hawktail Management operates as an investment firm.,https://www.crunchbase.com/organization/hawktail-management,0
Stake Capital Group,Stake Capital Group provide highly available and secure blockchain validation services for all the leading proof-of-stake networks.,https://www.crunchbase.com/organization/stake-capital,1
Simple.capital,Simple.capital investing in early stage hyper-growth companies is reserved for the elite.,https://www.crunchbase.com/organization/simple-capital-3712,0
Tekfen Ventures,Tekfen Ventures is a corporate venture capital group investing in early stage technology companies.,https://www.crunchbase.com/organization/tekfen-ventures,0
Transamerica Ventures,"Transamerica Ventures provides seed, venture, and growth-stage funding to innovators in the FinTech, enterprise IT, and Internet sectors.",https://www.crunchbase.com/organization/transamerica-ventures,0
The Garage Soho,The Garage Soho is an early stage investor and brand builder.,https://www.crunchbase.com/organization/the-garage-soho,0
GT Healthcare Capital Partners,GT Healthcare Capital Partners specializes in healthcare investments around the globe that aim to change technology landscapes.,https://www.crunchbase.com/organization/gt-healthcare-capital-partners,0
Digital Entertainment Ventures (DEV),DEV fuels the companies that transform media and entertainment.,https://www.crunchbase.com/organization/dev,0
Gecad Ventures,Gecad Ventures invests in start-up and expansion-phase hi-tech companies from CEE with meaningful prospects of scaling internationally.,https://www.crunchbase.com/organization/gecadgroup,0
Saturn Partners,"Since 1994, Saturn Partners has taken an active role in the formation and management of seed and early-stage technology companies.",https://www.crunchbase.com/organization/saturn-venture-partners,0
408 Ventures,"408 Ventures invests in early stage companies that build data platforms, analytics, and tools that support critical business decisions.",https://www.crunchbase.com/organization/408-ventures-2,1
Finance Birmingham,Finance Birmingham is an alternative investment fund manager that provides existing SMEs with affordable and flexible finances.,https://www.crunchbase.com/organization/finance-birmingham,0
Legendary Ventures,Legendary Ventures is a venture capital fund that accelerates value creation for consumer retail companies.,https://www.crunchbase.com/organization/legendary-ventures,1
Burnt Island Ventures,"Burnt Island is deeply supportive, with an unbelievable network in the water sector and they respect the founder's vision for the company",https://www.crunchbase.com/organization/burnt-island-ventures,0
Lince Capital,Lince Capital is an independent venture capital company.,https://www.crunchbase.com/organization/lince-capital,0
SYSTEMIQ,"SYSTEMIQ supports disruptive early-stage digital/technology ventures with the potential to transform systems in the circular economy, energy",https://www.crunchbase.com/organization/systemiq,1
AngelHub,AngelHub is the only SFC-regulated tech investment platform that enables investors to co-invest on a deal by deal basis,https://www.crunchbase.com/organization/angelhub,0
Newman Capital,Newman Capital strives to capitalize on the rise of the latest technologies and founders who can make disruptive changes.,https://www.crunchbase.com/organization/newman-capital,0
Bloc Ventures,Bloc Ventures is an early-stage Deep Tech investment company. Pitch to Bloc here: https://blocventures.com/pitching/,https://www.crunchbase.com/organization/bloc-ventures,0
