Organization Name,Description,Organization Name URL,B2B Binary
CryptoIndexSeries,"AI-powered Data, Trading and Portfolio Analytics Tools for Crypto Markets",https://www.crunchbase.com/organization/cryptoindexseries,
Crypcentra,"Crypcentra is a software application that provides digital asset investment, analytics, and execution tools for institutions",https://www.crunchbase.com/organization/crypcentra,
Neuron,"Neuron is an opensource public network for building, finding, and connecting services.",https://www.crunchbase.com/organization/neuron-d75f,
Bottlepay,"Bottle Pay is an app company providing mobile payment, mobile banking, and financial services.",https://www.crunchbase.com/organization/bottle-pay,
V2X Network,Connected vehicles data and payment platform,https://www.crunchbase.com/organization/v2x-network,
Bond180,Bond180 is providing technology and data solutions for primary fixed income markets.,https://www.crunchbase.com/organization/bond180,
BlockFrauds,BlockFrauds develops big data management software to simplify workflows and build business resilience.,https://www.crunchbase.com/organization/blockfrauds,
Gattaca,research-driven crypto technology company have deep experience across the transaction supply,https://www.crunchbase.com/organization/gattaca,
The Bug Factory,The Bug Factory produces eco-growing pods that are built for residences.,https://www.crunchbase.com/organization/the-bug-factory,
THNDR,THNDR is a next generation competitive gaming platform and developer tools for powering mobile games and applications with real-world value.,https://www.crunchbase.com/organization/thndr-7d1d,
Scallop,"Scallop is a defi powered neo-bank that offers a platform to manage digital money with a flexible, simple, and easy approach.",https://www.crunchbase.com/organization/scallop,
Superscript,"Superscript is a digital insurance broker for businesses big, little and bold.",https://www.crunchbase.com/organization/superscript,
Sweatcoin,Sweatcoin is a digital currency backed by economic value of physical movement.,https://www.crunchbase.com/organization/sweatcoin,
Electron,"Electron is accelerating the energy industry’s transition to Net Zero by making granular, market-based interactions possible.",https://www.crunchbase.com/organization/electron,
Parity Technologies,Parity aims to enable businesses and organisations to capitalize on blockchain technology and benefit from the new opportunities.,https://www.crunchbase.com/organization/ethcore,
Billon Group,"High performance, green and scalable blockchain ,regulated on-chain assets, Digital Cash, Trusted Document and Data, Tokenization.",https://www.crunchbase.com/organization/billon-group,
clearmatics,Designing protocols and build platforms for decentralised Financial Market Infrastructure (dFMI).,https://www.crunchbase.com/organization/clearmatics,
EHAB,"Our weather intelligence platform helps construction companies identify, avoid, mitgate and transfer weather risk.",https://www.crunchbase.com/organization/ehab,
Verisart,Verisart enables creators to build careers using web3 and blockchain technology.,https://www.crunchbase.com/organization/verisart,
Populous World,Populous is an invoice and trade finance platform.,https://www.crunchbase.com/organization/populous,
JAAK,"JAAK engaged in building a decentralised tech stack to connect and power creators, rights-holders, developers and fans.",https://www.crunchbase.com/organization/jaak,
BSAVE,BSAVE enables users to profit from their dormant bitcoins,https://www.crunchbase.com/organization/bsave,
Aggregion,Intellectual property licensing and rights governance platform,https://www.crunchbase.com/organization/aggregion,
Luno,"Luno is a fully-featured user authentication system, giving users peace of mind with well above industry-standard security.",https://www.crunchbase.com/organization/luno,
Lyte Gro,"Lyte Gro supplies microbial growth enhancers to the chemical, diagnostic, pharmaceutical, food, and drink industries.",https://www.crunchbase.com/organization/lyte-gro,
Elliptic,Elliptic is a fintech company that specializes in blockchain analytics solutions to ensure financial crime compliance .,https://www.crunchbase.com/organization/elliptic,
Provenance,The leading sustainability communications and data platform for e-commerce. Powering sustainability claims you can trust.,https://www.crunchbase.com/organization/provenance,
Cryptopay,"Cryptopay is a digital currency firms, offering crypto-wallets, debit cards, B2B payments, & investments.",https://www.crunchbase.com/organization/cryptopay,
Luno,"Luno is a global cryptocurrency firm that specializes in bitcoin, fintech, digital currencies, and financial services.",https://www.crunchbase.com/organization/lunomoney,
SatoshiPay,Connecting the world through instant payments,https://www.crunchbase.com/organization/satoshipay,
Vaultoro,Vaultoro is a financial technology company specialized in digital assets and commodities trading.,https://www.crunchbase.com/organization/vaultoro-com-the-real-time-bitcoin-gold-trading-platform-and-api,
CryptoFacilities,Crypto Facilities is a London-based financial services firm and provides risk management and trading solutions.,https://www.crunchbase.com/organization/cryptofacilities,
Delic,Delic is the new operating system for the Music Business. Asset and rights management platform using digital and blockchain technologies.,https://www.crunchbase.com/organization/delic,
DF2020 Limited,"Df2020 regtech digitises regulation and procedures through a universal and unifying blend of codification, interaction and measurement.",https://www.crunchbase.com/organization/df2020-limited,
Colony,Colony provides a social collaboration platform that makes it easy for people all over the world to build companies together online.,https://www.crunchbase.com/organization/colony-io,
Tradewave,The easiest way to build your own cryptocurrency trading algorithms.,https://www.crunchbase.com/organization/tradewave,
Agent House,"Agent House is building a Real Estate Ecosystem - End to End Platform for agents, clients and suppliers.",https://www.crunchbase.com/organization/agent-house,
Monax,Monax is the contract management platform to notarize electronic signatures on the blockchain.,https://www.crunchbase.com/organization/eris-industries,
Post-Quantum,"Post-Quantum is a world-leader in quantum-safe encryption, blockchain and digital identity",https://www.crunchbase.com/organization/pq-solutions-2,
Medesk,"Medesk is a software company that offers online medical software for clinics, offices, IPS, and hospitals.",https://www.crunchbase.com/organization/medesk,
Innovify,Innovify is a digital venture studio enabling startups and corporates to convert their ideas in to Most Lovable Products,https://www.crunchbase.com/organization/innovify,
TNA,TNA Protocol is the naming protocol for Bitcoin.,https://www.crunchbase.com/organization/tna-8177,
XB Global,"Xterrabaroar Enterprise Computers inc - XB Corp - Digital Enterprise 2040 Innovations & Integrated SaaS, HaaS, PaaS Cloud Innovation Group",https://www.crunchbase.com/organization/xb-global-corp,
SamEnrico,SamEnrico is a royalty creator platform that lets anyone create and distribute digital publications using blockchain smart contracts,https://www.crunchbase.com/organization/samenrico,
Cloquo,Cloquo is a tool and a social network for iPhones that allows its users to get alarms and notifications on online events.,https://www.crunchbase.com/organization/cloquo,
Civico,"Civico, a practical online democracy engagement platform, helps local councils and public-facing organizations engage with citizens.",https://www.crunchbase.com/organization/civico,
GradFutures,GradFutures helps students to find their ideal graduate job and recruiters to attract great candidates.,https://www.crunchbase.com/organization/gradfutures,
HAL,HAL provides blockchain monitoring services intended to create centralized lighthouses.,https://www.crunchbase.com/organization/hal-64ab,
Cheqd,Cheqd is building payment mechanisms for private and secure digital identity exchange,https://www.crunchbase.com/organization/cheqd,
5ire,"5ire is a blockchain network that brings sustainability, technology, and Innovation to build the 5th industrial revolution (5IR).",https://www.crunchbase.com/organization/5ire,
Irys,The Datachain That Unlocks the Value of Data.,https://www.crunchbase.com/organization/irys-xyz,
Haruko,Connecting Institutional Capital to the Future of Finance,https://www.crunchbase.com/organization/haruko,
OpenCover,OpenCover is the leading source for onchain insurance & cover.,https://www.crunchbase.com/organization/opencover,
